id,clean_text,Label
31648,"Covishield Vaccine To Cost Rs 200 Per Dose For Govt, Rs...",True
23474,"Not just to Sikhs but all citizens of secular India', Amarinder Singh's message for Imran Khan over Kartarpur",True
1084,Soldier killed in Pak firing in J&K district,True
4720,"In letter to UP CM, Editors Guild calls for protection of press freedom, withdrawing cases against journalists",True
44527,Did Shah Jahan kill Mumtaz's husband to marry her? Here's the...,False
35632,"BJP gets ready for Bihar election, will kick-off campaign with Modis next Mann Ki Baat",True
46224,Did an injured man drive an ambulance after the driver had...,False
4034,"26/11 Mumbai attacks: Venkaiah Naidu, Amit Shah lead tributes; Israelis demand justice for victims",True
6994,"Soldier martyred, 3 terrorists killed in encounter in J-K's Pulwama; arms, ammunition recovered",True
12922,Region combats virus,True
17869,Gen Naravane conferred honorary rank of General of Nepali Army,True
17036,"Alliance with BJP for Assembly elections to stay, says AIADMK",True
17642,Bihar set for D-day amid predictions of change,True
5609,"Ballia firing: Charges under NSA, Gangster Act will be slapped on accused, say police",True
1214,AYUSH practices inducted into the Management Protocol for COVID-19 recovered patients,True
10367,"ED shares info on Rhea's drug link' with CBI, NCB",True
5049,"Piyush Goyal slams Oppn, Punjab govt for misleading' farmers",True
40239,Visuals from an earlier cyclone that hit Orissa are going viral as images from the destruction caused by the recent Amphan Cyclone in West Bengal,False
37579,IIM Sambalpur to get permanent campus after five years as PM lays foundation stone,True
13583,Entire nation delighted over SC decision on Jagannath Rath Yatra: Amit Shah,True
20244,"2 missing Indian High Commission officials in ISI custody, say reports; MEA summons Pak envoy",True
2577,Rashtriya Jan Jan Party formed in Bihar ahead of Assembly elections due in year end,True
37038,Court allows Karunanidhis burial at Marina Beach. Heres why DMK wanted it,True
15966,UP cabinet approves ordinance to protect corona warriors,True
56452,Did President Trump shout Jai Shri Ram at the White house...,False
1571,Death toll in Idukki landslide rises to 54; Kerala gets relief from flooding as rain intensity weakens,True
12857,SC extends protection from coercive action against TV anchor in defamation cases,True
15409,Govt speeding up industrial reforms; private sector to enhance operational efficiency: Experts,True
38322,Fact Check: Don't believe this viral story about milk offering at Tirupati temple,False
44270,"Fact Check: Old Picture Of Tractor Rally Taken Out By Women, ...",False
44940,Fact Check: Did A Plane Land On A Truck Due To...,False
45464,"Fact Check: Sharjeel Imam Surrendered Himself To Police, Not Arrested",False
53067,"Fact Check: No, this Rohingya girl is not the same girl.... This girl is not holding this placard; Here is the fact...",False
8380,"Hathras gangrape: Cong questions silence' of PM, BJP women leaders; terms UP crime capital'",True
47216,Truth about Priyanka Chaturvedi's photo with a child and a man who claims to be his uncle',False
33482,"COVID-19 treatment: Gilead gives royalty-free licences for remdesivir to India's Jubilant, Cipla, 3 others",True
21999,"Massive protest erupts near Jamia after man opens fire, police barricades to block march to Rajghat",True
31745,China To Begin Construction Of Ya'an-Linzhi Section Close To India's Border,True
41887,Fact Check: Kejriwal did not begin New Year 2021 by offering namaz at Jama Masjid,False
14165,"Send all migrant workers home in 15 days, rules SC",True
45942,Old video of stone-pelting in Jaipur mosque viral as Muslims attacking temple in Haryana,False
11909,Israeli team working with DRDO to develop rapid COVID-19 testing kit arrives in India,True
43763,Order to regulate fake news by cancelling accreditation withdrawn,False
41100,"A Fake News Story, An Irresponsible MP & People Asking For Arundhati Roy To Be Shot Dead",False
10956,CBI nabs 2 EPFO officers receiving Rs 8 lakh bribe for settling PF contribution dues,True
31740,Kolkata Metro Conducts 'Smooth' Trial Run On Noapara- Dakshineswar Section,True
12502,Study predicts India's population to peak to 1.6 billion in 2048,True
52574,Pakistani Website Spreads Fake News That F-16 Aircraft Manufacturer....This website claiming to allot LPG distributorships of oil companies is...,False
5586,"West Bengal: Record 3,865 cases added, recovery rate takes a big hit",True
40462,Fact Check: The video of astronaut jumping from space is fake,False
29033,SP-BSP rebuff prompts Congress to re-visit its alliance strategyahead of Lok Sabha polls,True
53331,Aaj Tak's attempt at whitewashing a fake quote broadcasted on its show,False
14201,"Revenue officer, 2 others rape UP woman' in moving car",True
52486,Fact Check: This girl with a beautiful voice is not related to Kishore Kumar. Fact Check: This girl with a beautiful voice is not related to Kishore Kumar,False
25092,Instalan un antimonumento' a 10 aos de la masacre de 72 migrantes en Tamaulipas,True
13483,CBI grills Manipur ex-CM in embezzlement' case,True
7686,Surjewala chief of Congress key committee,True
43428,Fake: This is not the official Twitter handle of the Staff Selection Commission,False
37524,Basic idea of governance is to hold society together Modi quotes Shastri at meet with CMs,True
12417,"Actor Sonu Sood gives 25,000 face shields for Maharashtra cops",True
6431,Government blocks access to 43 mobile apps over security concerns,True
55683,"HoaXposed: Minister shares picture of Korean floating solar plant, claims it's in Kerala.Fact Check: Is Rewa Solar Power Plant Asia's Largest Solar Power Project As Claimed By PM Modi?",False
33808,Miracle Foundation India to ensure food for children during lockdown,True
43034,Fact Check: Bond girl Ursula Andress' pictures claimed as photos of...,False
45662,TMC leader Suvendu Adhikari resigns as West Bengal transport minister,False
20319,NGMA announces online NAIMISHA 2020- Summer Art Program,True
32173,'Registered Dealers Can Pass On Duties Paid On Imports To Buyers In DTA',True
20388,PM Modi chairs Union Cabinet meeting as India enters Unlock 1.0; big decisions' expected,True
42226,Fact Check: Was Indian flag waved at a rally in Pakistan? ...,False
41902,Fact Check: Iconic bell tower in Tagore's varsity was not razed due to Amit Shah's visit,False
53531,Fact Check: This picture is NOT of doctors and nurse who...,False
3766,Case after Rs 5.25 crore found missing from daily collection account of Statue of Unity,True
42527,Did a BJP leader in Bihar attack the District Collector? Here's...,False
50047,Fact Check: This video of a bus driver being attacked is....Fact Check: This video of an accident between a helicopter and...,False
3585,"Plea in SC against bigamy among Muslims: Opposed to public policy, decency, morality",True
8056,"India well-positioned to take on China, says IAF chief ahead of Air Force Day",True
32161,Somasekhar Sundaresan: Where The Judiciary Can Intervene,True
26433,'Namak loyalty' of silent voters could keep Nitish Kumar afloat despite massive odds,True
8834,COVID-19 victim's body nibbled by rats in MP hospital; probe on,True
51130,Policeman's Boot On A Protester? Photo From 2011 Revived,False
3334,Jose vs Joseph: Civic polls will reveal the stronger Kerala Congress faction,True
39660,Did Facebook launch a new balloon feature for Abhinandan? Fact Check,False
7904,"Tension at Nepal border, SSB jawans manhandled",True
12140,"Gehlot writes to PM over bid to topple government, names Shekhawat",True
52954,"Chhajju Halwai Applies For The Post Of Delhi CM. NDA govt ensured free grains for poor till Chhath Puja, says PM Modi",False
45997,PM Modi's edited clip shared to claim he made the potato-gold' machine remark,False
11003,Large parts of country likely to receive heavy to very heavy rain during next 2-3 days: IMD,True
10117,"Maharashtra's COVID-19 count goes up by 16,408; death toll by 296",True
6014,"Before quitting NDA in Bihar, Chirag Paswan told BJP of wave' against Nitish",True
36673,YSRs Jagan concludes his over year-long paadayatra in time for Andhra assembly elections,True
41521,Fake Screenshot Claims Sitaram Yechury Called Xi Jinping 'His Boss',False
6406,"Stating $ 20 billion per year business prospects, PM Modi invites foreign investors to invest in India's green energy'",True
5346,Deduction of DVC power dues from Jharkhand's account unconstitutional: Soren tells PM,True
20020,"President, PM pay homage to Dr Kalam on his birth anniversary",True
12802,"COVID-19: Many mentally ill homeless institutionalised, traceable, why need ID proof to test: HC",True
45190,Fact Check: Unrelated Picture Shared As Interior Of PM Modi's Aircraft,False
3189,"Injured Surat girl was under pressure to study, wanted to end life, says DCP",True
18401,"Improve economy instead of toppling governments, Uddhav Thackeray tells BJP",True
38897,From UP Police Arresting Donkeys To RBI Warning About Fake 2000-Rupee...,False
7972,"At 61K, sharpest drop in daily Covid cases",True
1915,5 Pakistani terrorists killed in 3 encounters,True
17867,"As Amit Shah's tours Bengal, his old host gets job from Mamata",True
54198,"Led by IANS, media outlets fall for a parody account of Tripura CM Biplab Deb",False
35449,Nitish wants new Dalit faces ahead of polls after constant LJP attacks and ministers exit,True
36533,Maharashtras Vikhe Patils a political family no stranger to rebellion,True
101,India believes indigenous defence capabilities are foundations to peace: Rajnath Singh,True
37233,"Indian economy will struggle even after Covid, grow at 4.5% until 2025 Oxford Economics",True
13802,Deeply grateful for support shown by global community to India's membership of UNSC: PM,True
34157,Pope Francis expels Kerala priest convicted for raping 16-year-old girl,True
1657,"President accepts GC Murmu's resignation, appoints BJP leader Manoj Sinha as new J-K LG",True
52378,Old 2016 Video From Kanpur Shared As Bihar Train Accident.2019 Video Of Flooded Bihar Hospital Shared As Recent,False
22011,HADR assistance for cyclone-hit Madagascar: Indian Navy reroutes INS Airavat,True
7657,CM KCR's daughter Kavitha sweeps Nizamabad MLC by-poll,True
36168,BJPs unique stand on induction in poll-bound Delhi AAP defectors not welcome,True
16525,"Farmers protest: Heavy security cover at Delhi borders, traffic snarls reported",True
43834,"Demonetisation: A large shock to the economy, says NIPFP",False
42332,Fact Check: Old video of protest in Bangladesh resurfaces as West...,False
35642,"Global outreach, internal motivation: The crux of PM Modis Buddha Purnima speech",True
18432,Maiden seaplane service to take off on October 31 from Sabarmati riverfront: Mandaviya,True
6397,Mayor Mattu joins Apni Party,True
50022,Fact Check: This picture is NOT of Indonesian Dr Hadio Ali? s.... Fact Check: This video of Osmania Hospital mortuary is not related...,False
14878,"Notice to Centre, RBI over plea on interest waiver",True
41923,"Fact Check: Fictitious post about Tomar linking Adani, Ambani with farm laws goes viral",False
25317,How Ethiopian art secured its spot on the world's stage,True
6960,COVID updates: India witnesses unprecedented surge in daily testing,True
33645,"31-year-old research scholar found hanging in IIT-Kharagpur hostel, police suspects suicide",True
40493,Fact Check: FB video by German scientist claiming chlorine dioxide can act against coronavirus is false,False
13419,Bhutan rejects as totally baseless' media reports on irrigation water stoppage to Assam,True
45889,Video Of Boy Washing Apples In A Sewer In Pakistan Revived,False
13700,Tahir charge-sheeted in Delhi riots case,True
6370,"Government prepones' meeting with agitating farmers for today, assures no conditions' imposed",True
21630,LIVE | Delhi death toll climbs to 39; SN Shrivastava replaces Amulya Patnaik as Delhi Police Commissioner,True
12971,Govt aiming to bring fatality rate under 1%: Niti member,True
28872,"New Pakistan PM Imran Khan should be given opportunity, says former J&K CM Mehbooba",True
3927,"As farmers camp at Delhi border, Amit Shah reaches out: move to protest site, will talk",True
8670,Deepika Padukone arrives in Mumbai with Ranveer Singh; to appear before NCB on September 26,True
42083,Fact Check: This Picture Of The Sun Hasn't Been Published By...,False
1949,"PM Modi inaugurates 750 MW solar project, Asia's biggest, in MP's Rewa; bats for self-reliant India",True
40185,Did Saudi Crown Prince Mohammed Bin Salman make a statement related to chanting Jai Shriram? Fact Check!,False
37467,We can lead a revolution women take centre stage at farmer protests at Singhu border,True
37121,"RSS affiliate wants govt to reconsider disinvestment push, flags FDI rise in insurance too",True
4908,"Call on lifting dharna from platforms, tracks after Nov 5 chakka jam: Farmer unions",True
26696,It's BJP vs BJP on JEE-NEET as Subramanian Swamy disputes Pokhriyal's attendance numbers,True
31036,"Coronavirus found in air samples of Covid hospital wards, CSIR-CCMB study says",True
53425,Fact Check: Did Rahul Gandhi call Sushant Singh Rajput a cricketer in his condolence tweet? . Fact Check: Morphed Tweet Of Rahul Gandhi Paying Tribute To Sushant Singh As Cricketer Goes Viral,False
12690,US-Russia cyber rivalry puts India in quandary,True
36752,Heres what happens to the hordes of cash seized during election season,True
40499,Fact check: Video claiming Chinese soldiers punishing Indian Army is false,False
15309,Severe pneumonia cases to be tested,True
12643,Govt updates self-declaration form for flyers,True
10040,Arrested YouTuber Heer Khan may have foreign links,True
32176,Trial Run On Metro's ITO-Kashmere Gate Section Begins,True
56625,"Fact Check: Obama never warned Africans against Covid-19 vaccines from US, Europe",False
39719,Sanskrit slokas on Spanish Radio in the morning? Fact Check,False
50619,Fact Check: Video of men in uniform mourning is NOT related...,False
40208,The picture of a mentally ill woman is being circulated on social media labeled as being a picture of a child thief.,False
29241,Modi praises Mumbai & its migrants after Kamal Nath talked of job quota for locals,True
55434,"No, this is not footage of wreckage from a recent train accident in India.No, this is not a photo of people killed in a 2002 train attack in India",False
18767,"Why can't NBSA guidelines be given more teeth, Bombay HC asks Centre",True
11647,SC stays bail granted to ex-Fortis Healthcare promoter Shivinder Singh in money laundering case,True
29053,Income Tax department reverses order that would've cleared Gandhis in National Herald case,True
34244,"ISRO to validate design, engineering of rocket carrying India's first manned mission 'Gaganyaan': K Sivan",True
23925,Hindu Kush on the risk of losing 60% of its glaciers by 2100: IPCC report,True
342,"Senior UP cop claims Hathras woman was not raped, cites forensic report",True
15474,"1,640 foreign Tablighi Jamaat members were in India, only 66 contracted COVID-19: Jamiat",True
48623,Video of parasite removal from a persons lip falsely linked with Coronavirus,False
5293,"Mehbooba's flag remark: BJP wants action by EC, Congress skips ally meeting",True
35117,"Love in Congress, divorce in BJP story of Bengali couple separated by politics",True
27214,"Kejriwal has learnt his lesson, Delhi can expect more governance than politics from AAP",True
51829,Old images of Mirage 2000 crash viral as two pilots dead in Rafale crash during training,False
22782,"Second Cabinet expansion after PM, Amit Shah's nod, says Yeddyurappa",True
42172,"Fact Check: A 2018 Picture Of People Holding Black Banner, Is...",False
29709,Nearly half of India's 20 richest MLAs are from the Congress,True
29503,"After sanction waivers to India & China on Iran oil, Donald Trump explains why",True
44596,Fact Check: Don't believe this FALSE post about missing girl found...,False
49636,Fact Check: New Zealand PM? s temple visit goes viral with misleading claim.Fact Check: New Zealand PM's temple visit goes viral with misleading claim,False
21961,VHP calls for tough action against anti-Hindu forces,True
28113,"Our leaders sabotaged Deve Gowda election, paid voters to back BJP: Congress report",True
50219,"Mistaken identity, this Ankit Bhardwaj is NOT a BJP member as AAP alleged",False
27299,"Modi's ministers promise Kashmiris industry, development and jobs",True
2550,Southwest monsoon hits Kerala; yellow alert issued in 9 districts as state receives heavy rainfall,True
29685,"BJP will not take initiative to form govt in Jammu & Kashmir, says Ram Madhav",True
42786,Don't believe this picture of a JNU student with a FAKE...,False
38960,Fake Photo Of Rahul Gandhi Looking At A Racy Pic & Other News You...,False
38632,"Fact Check: No, Kashmir's Hilal Ahmad Rather didn't fly Rafale jet from France to India",False
11447,JD(S) MLA B Sathyanarayana dies after prolonged illness,True
6733,Don't want to predict' outcome of ongoing discussions: S Jaishankar on Ladakh talks,True
23786,Pak using diplomatic missions to smuggle counterfeit currency into India for terror funding,True
42654,Don't believe this FAKE picture of Mamata Banerjee and PM Imran...,False
55074,Fact-check: Did an official Pakistani Defence account retweet Rahul Gandhi's tweet?,False
36094,"Arif Khan, Modi govts only 2nd Muslim governor, whose political views align with the BJPs",True
42866,Did SRK donate money to Pak gas tanker accident victims? Here's...,False
41611,"Aaj Tak, Times Now Air Video Of 1962 War Memorial As 'Proof Of Galwan'",False
30196,"Indian economy likely to grow 7.3% this year, projects UN report",True
14588,"AirAsia India offers 50,000 seats without base fare to doctors amid pandemic",True
55616,"This picture is not of Bhopal Airport; it? s Mumbai? s Chhatrapati Shivaji....Is the picture shown of Pratapgarh, Maharashtra? Fact Check!",False
41438,Video Of Youth Thrashed In Bawana Shared With False Coronavirus Claims,False
35010,Are 60% Indians terrorists? Rahul Gandhi slams Kangana Ranaut over tweet on farmers,True
1758,"After PPE kits, Govt allows export of 4 crore masks, 20 lakh medical goggles every month",True
3330,Karnataka legislative council passes APMC amendment bill as Congress walks out,True
13971,Father's condition deteriorates after news of Sushant Singh Rajput's death,True
12438,No postal ballot for Bihar voters above 65,True
18049,"Bihar elections: Tejashwi, 4 ministers of Nitish govt in fray in 2nd phase",True
41036,Fact Check: Netizens Confuse MLC Mulayam Singh Yadav With SP Supremo & Declare Him Dead,False
19489,Andaman Lt Governor flags off electric buses; will curb pollution on island,True
10780,Trump has elevated ties with India in ways not seen under any other US prez: White House,True
49695,"Fact Check: Has Home Minister Amit Shah been flown to New....Fact Check: No, Rahul Gandhi has not retracted from the promise of loan waiver",False
27596,"Uddhav Thackeray will take final decision, say Shiv Sena MLAs on Maharashtra govt formation",True
37020,What Karnataka BJP leaders plan to do to stop Bengaluru air show from moving to Yogis UP,True
20447,Doctors warn against mixing' COVID-19 patients with others as Delhi govt orders 20% beds in private hospitals,True
31154,Customs officer compulsorily retired for 'sexually harassing' Uzbek woman at Delhi airport,True
20166,BJP leaders meet President Kovind; demand CBI probe into Bengal MLA's death,True
3033,From model state to being on the threshold of most vulnerable' hotspot: Kerala's COVID story,True
46218,TV9 Bharatvarsh Runs ARMA-3 Clip As Armenia-Azerbaijan War Footage,False
36060,Amit Shah blames Nehru for non-integration of Kashmir with India,True
10818,China says ready to properly address differences with India,True
549,Indian cities drop in Global Smart City Index; Singapore on top,True
11750,Delhi airport to relocate UV sanitization tunnels to inline baggage handling system,True
7191,"Won't allow 3-language policy, says TN CM on NEP 2020, urges PM to reconsider formula",True
43571,Fake: Image of lady on bi-cycle being passed of as Indian migrant is from Nepal,False
11442,Lord Ram ultimate embodiment of supreme human values: Rahul Gandhi,True
8828,"Print & electronic media rarely cross line, digital media is completely uncontrolled: Centre to SC",True
17861,Sex workers in AP to get free ration,True
35124,"Uddhav urges truce in metro car depot row, says Modi govt should act for Mumbais welfare",True
17297,SC refuses to entertain plea challenging constitutional validity of Epidemic Act,True
39661,"Indian Air Marshal sacked? No, fake news goes viral as he retires in normal course",False
47725,Old video from Bangladesh shared as West Bengal forest department official killing deer,False
14473,India expresses concern over reports of destruction of Buddhist heritage in Gilgit-Baltistan,True
5236,"TRP manipulation case: Republic TV must be responsible; don't victimise its journalists, says Editors Guild",True
53622,PM Modi did not meet Home Minister Amit Shah in hospital; ...,False
23315,Elephant poisoned to death in Bihar over mahout dispute,True
5753,Bombay HC directs police not to take coercive action against actor Vikram Gokhale till next hearing,True
13584,IAF airlifts dozens of tanks to Ladakh to beef up firepower,True
17534,"Stop farm fires, Central Pollution Control Board tells Punjab, Haryana",True
32614,"Abhaya case: Priest, nun found guilty",True
32124,Taxpayers Get Relief For Income Mismatch,True
40893,Fact Check: ANI Claims 'Muslim Community' Celebrated PM Modi's Birthday Outside Nizamuddin Markaz,False
14207,"Take alternative steps to defuse border dispute, India tells Nepal",True
7352,India already seeing green shoots of economic recovery': PM Modi at India Global Week 2020,True
47126,Tigers On The Prowl In Madhya Pradesh? Old Images Recycled To Create A ...,False
4367,"Week after eviction drive, J&K to implement forest rights law by March 1",True
23245,"BHU official made to quit, charged for insulting religious beliefs' after she removes RSS flag",True
24012,"Govt bans production, sale of e-cigarettes, cites health hazards; ordinance soon",True
17988,Jharkhand: Elephant dies of asphyxiation after trunk gets trapped in snare,True
29437,"Sadhna Singh Chouhan, the 'half chief minister' of Madhya Pradesh",True
38272,Fact Check: Karti Chidambaram posts unrelated image from Scotland with plogging pics of PM Modi,False
48613,Social distancing is imperative but 14-hour Janta curfew will not break the cycle of infection,False
35786,"BJP will scale new heights under JP Naddas presidency, says PM Modi",True
7739,India's COVID-19 recoveries cross 6 million as cases cross 7 million,True
84,"New Delhi-Lucknow Tejas Express to operate from October 17: Know train journey guidelines, book your ticket on IRCTC",True
14414,"Health Ministry releases SOPs for restaurants, hotels",True
44450,Fact Check: Did China kill 75 Indian soldiers in Ladakh? Here's...,False
52933,Fact Check: Fake Ministry Of Tourism Circular Claims Restaurants Shut Till October 15. The Ministry of Tourism has NOT issued any order of closing down restaurants till October,False
26341,"BJP hits out at J&K parties and Congress, says Gupkar alliance has 'Pakistan-like' stand",True
54868,Fact Check: Weaver? s suicide wrongly linked to PM Modi and his constituency,False
36348,"Assets worth Rs 2.5 cr, DU arts degree, plot in Gandhinagar: What Modis affidavit declares",True
2867,Vice President M Venkaiah Naidu recovers from Covid-19,True
22969,"Rahul Gandhi to hold four rallies in Jharkhand, first on Monday",True
43269,"Even After ED Clarification Of No Link Between PFI & Bhim Army, Rumor Mongering Still On",False
26503,"CAA rules being framed, will be implemented soon, says BJP president JP Nadda",True
11929,15 goats arrested' for grazing on saplings,True
30002,"PM Modi's Dalit ministers are parasites, says BJP's Dalit MP Udit Raj",True
12325,PM Modi all set to take part in Ram Temple Bhumi Pujan in Ayodhya on August 5,True
39041,"No, This Is Not Wing Commander Abhinandan Varthaman's Mother",False
43392,"Fact Check: No, Ranu Mondal Didn't Demand Church Land In Ayodhya",False
41573,Video Of Remote Controlled Turbine Jet Performing Stunts Shared As...,False
55263,Video of man attacking woman with machete given false communal spin,False
10877,India sends assistance to Mauritius to help deal with oil spill,True
2540,Maoist guerrillas set four vehicles used in road construction work on fire in Jharkhand,True
48839,"Shiva Idol Damaged By Lightning, Preliminary Investigation",False
53105,Fact Check: Did Amartya Sen Say PUBG Ban Will Hit India's Economy? . Fact Check: Did Shiv Sena 'Goons' Assault IDBI Bank Employee In Maharashtra?,False
50333,Does the Dutch Health Minister work two hours daily as a...,False
16400,"Mamata Banerjee dials protesting farmers, assures TMC's support",True
31331,"Urban Company most 'fair', Swiggy, Zomato and Uber least report on working conditions",True
38149,"Fact Check: No, banks are not going to have five-day week",False
56437,Name of acid attacker changed to Rajesh in Chhapaak to hide...,False
37491,"Tough call but felt right Delhi couple watched their 20-month-old die, & then save 5 lives",True
33296,Rajasthan partially withdraws order to seal borders; buses can move but inter-state movement to be 'regulated',True
43866,"Fake currency- More arrests from Malda, West Bengal",False
3708,MDH owner Mahashay Dharampal passes away at 97,True
19031,India provides USD 1 million for Palestinian refugees,True
36600,Kamal Nath govt invoking NSA in cow slaughter case finds support in Modi cabinet,True
10626,"Candid, in-depth talks, more to follow: MEA",True
27493,"Behind Ajit Pawar's call to resign a nudge from 'Pratibha tai', Sharad Pawar's wife",True
40871,Fact Check: Incident Of Honor Killing Falsely Shared As 'Love Jihad'...,False
20116,Handling J&K might be most challenging job of Sinha's political career,True
37631,"CM Amarinder Singhs appeal fails, 150 more telecom towers destroyed by protesting farmers",True
45346,Did President Trump announce launch of COVID-19 vaccine by next Sunday'? ...,False
18687,"Senior CBI officer visits Hathras, takes stock of progress in probe",True
19430,"Russia to reopen air travel with Finland, Vietnam, India and Qatar",True
28362,"PM Modi claims 40 Trinamool MLAs in touch with him, TMC accuses him of horse-trading",True
15170,Pak summons Indian diplomat for third time this week over ceasefire violations',True
36340,BJP is staring at a crisis in Jatland and Sunny Deol is just another quick-fix solution,True
30502,"Four bodies recovered from hydropower plant site in Chamoli, over 50 still missing",True
49995,This video of 2017 Muharram procession is being showcased as the current situation of Kashmir. This video showing celebration on the return of Abhinandan is fake,False
18826,SC frowns at inordinate delay by govt authorities in filing appeals,True
23913,Pakistan violates ceasefire on LoC ahead of PM Modi's UN speech,True
32491,"Change of Command at AF Station, Tezpur",True
35794,"BJP and Pawan Kalyan announce alliance, emerge as third alternative in Andhra",True
51303,"No, this is not footage of Cyclone Fani in the Bay of Bengal.An Old video from 2018 is being shared as recent footage of damage caused by cyclone Amphan in West Bengal.",False
23108,Party and family split': Cousin Supriya Sule after Ajit Pawar swears in as Dy CM,True
44316,Fact Check: Old picture of WB BJP president Dilip Ghosh in...,False
10532,Rajnath reviews security situation in Ladakh,True
6560,Gupkar alliance unanimously decides to contest DDC elections unitedly,True
55484,Photo of Bangladesh procession went viral as a protest in Mumbai against CAB.This video shows a 2017 protest in Bangladesh against the treatment of Rohingya Muslims in Myanmar,False
1257,"With 95,735 cases, India witnesses highest single-day spike in coronavirus caseload",True
7868,Gandhis condole the passing of Ram Vilas Paswan,True
24295,Manipur government declares drought-like situation,True
44655,Don't believe this photoshopped picture of PM Modi,False
13305,Man fined Rs 6.2L as 15 guests test +ve,True
43573,Fake: No timing set by government for shops to open and shut,False
21750,S Jaishankar meets EU leaders; holds wide-ranging talks that would benefit both India and EU',True
5489,India considers Taiwan trade talks as both spar with China,True
3106,Maharashtra: BJP seeks Ordinance stating OBC reservation will remain intact,True
36753,RSS No.2 Bhaiyyaji Joshi leads frenzied crowd in demanding Ram Temple from Modi govt,True
31879,"Goa Govt Orders Implementation Of ESW Quota In Jobs, Education",True
42388,Fact Check: Picture of Delhi's Akshardham temple shared as proposed design...,False
50390,Gujarat MLA Jignesh Mevani shares photoshopped image of Yogi Adityanath and Sri Sri,False
25861,"Achhe Din For Pluto? Kejriwal Wants Full Planethood, Nitish Demands Special Package, Modi Offers $1000B",True
44346,Fact Check: The man being assaulted by a mob in the...,False
